[-207.37704596761165, -63.53260011672369]
[2.5078453623597845, 9.289007964081488]
[67.80272224655623, 55.303637440949586]
[23.2442117934348, 6.707354344079614]
[7.360491366355693, -5.840164811727706]
[16.074327145937524, 31.889226531901105]
[6.839341450092858, -27.091239777187894]
[8.290822606919367, -14.395603327765778]
[9.243748244514899, 6.510284055628257]
[5.257104697670548, -3.0182874514477787]
[6.03983137254397, 0.4101080696031126]
[-0.5386435868636004, -2.052147028654598]
[7.170199223970845, 3.9294670197317156]
[0.16140670487038528, -0.018256465056773405]
[-1.6656285340454935, -2.190970776521528]
[0.8346861619062544, -2.342377190276272]
[3.9468132089565584, 2.811552506506516]
[0.763062934839051, -0.08174416564328525]
[2.0958556172997684, 3.297911961211783]
[-1.9198449286160764, 1.6597943228633933]
[0.5817414729041297, -2.713457939702863]
[1.2265704513089313, 1.589190309538081]
[-1.5864914061931998, -0.591281473670605]
[-0.45026669065777003, 1.851423517868907]
[0.3047548339026759, 0.9294186730200047]
[1.2130137870463844, -1.4160585551903144]
[1.160547195705086, 3.812611686611031]
[-0.7831427563730302, -1.12873104776695]
[-0.6389903186276846, -1.0550298090626946]
[-1.163614021070609, -1.9849571004740858]
[-1.465719821932367, 0.03228194681768622]
[-1.5438415083957504, 0.6300616965025208]
[1.7346888903455369, -0.9590153931217763]
[-2.152200944670614, 1.0962480189605182]
[4.115642416975003, -0.12153373275669802]
[2.9947443972619197, 0.46003750647152214]
[-3.0803668290631943, -1.6366922700704478]
[-0.4860235336833462, 0.705506734768212]
[-0.02130818299291884, -0.8295839142030379]
[0.19748652468356984, -0.6024379822244347]
[-0.46162480171288106, -0.5712346786566852]
[-0.4120066984438395, 0.049414607573323895]
[0.34046413247734547, 0.3389531757599079]
[-0.9428125988738398, 0.1619241797766141]
[0.5356698716155055, 0.5976850256222017]
[0.05398500777895768, -0.20013313824509502]
[0.23886795603691935, -0.5581363201207816]
[-2.7753803955537117, -0.5759286279799284]
[0.8629701911278544, 1.7115109977548975]
[0.12487762725342821, -0.4590653311583767]
[0.06983356558963946, -1.3033195451708222]
[1.0644745264862412, -1.0489142076288949]
[-0.847714309045509, -0.5789134657070788]
[0.09368132089627182, 0.6734740766498588]
[0.5364962693977817, 0.22088585459402982]
[0.29463636327017195, -1.1922148172708134]
[0.7519390490738432, -1.1351228880475257]
[-0.1933661213037694, 0.5850240320446988]
[0.9560346234959138, 0.1233349304888928]
[-0.15957307627121498, -0.18296037668742243]
[-0.9566847932403382, -0.5543561011589844]
[-0.27189800380453577, -1.226659657121221]
[-0.739253839611182, -1.1703740951184347]
